variant,accession,date,weight
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709763,2024-05-22,1.0
other,EPI_ISL_19709809,2024-05-23,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19709786,2024-05-24,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709815,2024-05-22,1.0
other,EPI_ISL_19669665,2024-05-24,1.0
other,EPI_ISL_19709798,2024-05-27,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19671293,2024-05-27,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671294,2024-05-27,1.0
other,EPI_ISL_19671306,2024-05-24,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671307,2024-05-25,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669653,2024-05-27,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669662,2024-05-28,1.0
other,EPI_ISL_19669661,2024-05-28,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671304,2024-05-19,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669658,2024-05-28,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671299,2024-05-28,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669659,2024-05-29,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669660,2024-05-29,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19671295,2024-06-03,1.0
other,EPI_ISL_19709821,2024-05-31,1.0
other,EPI_ISL_19669657,2024-05-31,1.0
other,EPI_ISL_19709833,2024-06-01,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669671,2024-06-03,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669672,2024-06-03,1.0
other,EPI_ISL_20098071,2025-05-05,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709842,2024-06-05,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669670,2024-06-04,1.0
other,EPI_ISL_19669668,2024-06-04,1.0
other,EPI_ISL_19669667,2024-06-04,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669669,2024-06-04,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669666,2024-06-03,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671301,2024-06-05,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671300,2024-06-05,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669678,2024-06-05,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709843,2024-06-10,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709844,2024-06-10,1.0
other,EPI_ISL_19669679,2024-06-09,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709847,2024-06-03,1.0
A/Shanghai-Huangpu/SWL12109/2024|EPI_ISL_19599372,EPI_ISL_19709845,2024-06-10,1.0
A/Shanghai-Huangpu/SWL12109/2024|EPI_ISL_19599372,EPI_ISL_19709846,2024-06-10,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669677,2024-06-11,1.0
other,EPI_ISL_20098060,2025-05-16,1.0
other,EPI_ISL_19709849,2024-06-10,1.0
other,EPI_ISL_19709848,2024-06-13,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671312,2024-06-15,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19671308,2024-06-17,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669676,2024-06-18,1.0
other,EPI_ISL_19709850,2024-06-18,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709134,2024-06-18,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709851,2024-06-16,1.0
other,EPI_ISL_19671320,2024-06-16,1.0
other,EPI_ISL_19709852,2024-06-16,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669675,2024-06-19,1.0
A/Shanghai-Huangpu/SWL12109/2024|EPI_ISL_19599372,EPI_ISL_19709874,2024-06-21,1.0
other,EPI_ISL_19709862,2024-06-08,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671314,2024-06-19,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709897,2024-06-18,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671321,2024-06-19,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671322,2024-06-20,1.0
other,EPI_ISL_19674700,2024-06-24,1.0
other,EPI_ISL_19671313,2024-06-21,1.0
other,EPI_ISL_19709885,2024-06-21,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19669674,2024-06-22,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669673,2024-06-23,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709909,2024-06-21,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669682,2024-06-24,1.0
other,EPI_ISL_19671310,2024-06-26,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19669681,2024-06-25,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709920,2024-06-24,1.0
other,EPI_ISL_19671315,2024-06-25,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671316,2024-06-25,1.0
other,EPI_ISL_19709932,2024-06-26,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671311,2024-07-01,1.0
other,EPI_ISL_19671317,2024-06-28,1.0
other,EPI_ISL_19671309,2024-07-01,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709944,2024-07-01,1.0
other,EPI_ISL_19671318,2024-06-30,1.0
other,EPI_ISL_19671319,2024-06-25,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674659,2024-07-01,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674658,2024-07-05,1.0
other,EPI_ISL_19674660,2024-07-09,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674661,2024-07-07,1.0
other,EPI_ISL_19709955,2024-07-08,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674718,2024-07-01,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674662,2024-07-08,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674665,2024-07-09,1.0
other,EPI_ISL_19674663,2024-07-12,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674664,2024-07-11,1.0
other,EPI_ISL_19674666,2024-07-12,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674668,2024-07-13,1.0
other,EPI_ISL_19674667,2024-07-15,1.0
other,EPI_ISL_19674674,2024-07-17,1.0
other,EPI_ISL_19674669,2024-07-09,1.0
other,EPI_ISL_19674670,2024-07-07,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674719,2024-07-08,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19674675,2024-07-22,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19674720,2024-07-16,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674671,2024-07-17,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674672,2024-07-21,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674721,2024-07-24,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19674676,2024-07-25,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674673,2024-07-18,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674722,2024-07-24,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19674681,2024-07-26,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674680,2024-07-25,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674679,2024-07-28,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674678,2024-07-28,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674677,2024-07-28,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674682,2024-07-31,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19674683,2024-07-30,1.0
other,EPI_ISL_19674684,2024-07-30,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674690,2024-07-31,1.0
other,EPI_ISL_20098087,2025-06-30,1.0
other,EPI_ISL_19674685,2024-08-03,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674688,2024-08-03,1.0
other,EPI_ISL_19674687,2024-08-03,1.0
other,EPI_ISL_19674686,2024-08-03,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674689,2024-08-03,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674691,2024-08-08,1.0
other,EPI_ISL_19674692,2024-08-08,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674693,2024-08-11,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674694,2024-08-12,1.0
other,EPI_ISL_19674695,2024-08-13,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19674723,2024-08-05,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19674696,2024-08-13,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19674698,2024-08-13,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19674697,2024-08-15,1.0
other,EPI_ISL_19674699,2024-08-14,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709135,2024-08-24,1.0
other,EPI_ISL_19709139,2024-08-25,1.0
other,EPI_ISL_19709138,2024-08-25,1.0
other,EPI_ISL_19709137,2024-08-24,1.0
other,EPI_ISL_19709136,2024-08-24,1.0
other,EPI_ISL_19709140,2024-08-27,1.0
other,EPI_ISL_19709142,2024-08-30,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709143,2024-08-29,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709145,2024-08-29,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19709144,2024-08-29,1.0
other,EPI_ISL_19709167,2024-09-02,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709141,2024-09-01,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19709146,2024-08-31,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709150,2024-09-01,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709147,2024-09-01,1.0
other,EPI_ISL_19709149,2024-09-01,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709148,2024-09-01,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19709656,2024-11-23,1.0
other,EPI_ISL_19709151,2024-09-03,1.0
other,EPI_ISL_19709152,2024-09-03,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19709153,2024-09-04,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709154,2024-08-30,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709155,2024-08-30,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709156,2024-09-01,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19709157,2024-09-04,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709162,2024-09-06,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709161,2024-09-05,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709165,2024-09-06,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19709159,2024-09-05,1.0
other,EPI_ISL_19709163,2024-09-05,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19709166,2024-09-05,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709160,2024-09-07,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709164,2024-09-07,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,EPI_ISL_19709158,2024-09-07,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19709169,2024-09-09,1.0
other,EPI_ISL_19709170,2024-09-09,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709168,2024-09-10,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709171,2024-09-09,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19709173,2024-09-09,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19709172,2024-09-11,1.0
other,EPI_ISL_19709178,2024-09-09,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709179,2024-09-09,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19709174,2024-09-12,1.0
other,EPI_ISL_19709175,2024-09-11,1.0
other,EPI_ISL_19709177,2024-09-11,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19709176,2024-09-09,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19709181,2024-09-12,1.0
other,EPI_ISL_19709180,2024-09-13,1.0
other,EPI_ISL_19709184,2024-09-13,1.0
other,EPI_ISL_19709183,2024-09-14,1.0
A/Oregon/11/2025|EPI_ISL_19726898,EPI_ISL_20097899,2025-02-10,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_20097909,2025-02-14,1.0
other,EPI_ISL_20097928,2025-02-13,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_20097902,2025-02-26,1.0
other,EPI_ISL_20097910,2025-03-04,1.0
other,EPI_ISL_20098066,2025-04-02,1.0
other,EPI_ISL_19647147,2024-11-10,1.0
other,EPI_ISL_19659376,2024-04-18,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19559047,2024-04-19,1.0
other,EPI_ISL_19669636,2024-04-19,1.0
other,EPI_ISL_19669637,2024-04-21,1.0
other,EPI_ISL_19659373,2024-04-20,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19659374,2024-04-21,1.0
other,EPI_ISL_19659377,2024-04-25,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671297,2024-04-23,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709707,2024-04-26,1.0
other,EPI_ISL_20098085,2025-04-18,1.0
other,EPI_ISL_19659375,2024-04-24,1.0
other,EPI_ISL_19709708,2024-04-29,1.0
A/Illinois/65/2024|EPI_ISL_19628255,EPI_ISL_19709205,2024-11-14,1.0
other,EPI_ISL_19659382,2024-05-03,1.0
other,EPI_ISL_19659379,2024-05-07,1.0
other,EPI_ISL_19709709,2024-05-06,1.0
A/Pakistan/306/2024|EPI_ISL_19678641,EPI_ISL_19669645,2024-05-04,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671291,2024-05-07,1.0
other,EPI_ISL_19671287,2024-05-07,1.0
other,EPI_ISL_19709710,2024-05-09,1.0
other,EPI_ISL_19709718,2024-05-09,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671292,2024-05-13,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709740,2024-05-07,1.0
other,EPI_ISL_19709729,2024-05-11,1.0
other,EPI_ISL_19671305,2024-05-11,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19709752,2024-05-14,1.0
other,EPI_ISL_19669654,2024-05-16,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19671298,2024-05-17,1.0
"EPI_ISL_19781617|A/NovaScotia/ET1801CP00018S/2025|Loder,_Allana|2025-01-18",EPI_ISL_19844491,2025-03-14,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19908729,2025-04-24,1.0
other,EPI_ISL_19908730,2025-04-25,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19908785,2025-04-08,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19908786,2025-04-22,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19908787,2025-04-19,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_20048424,2025-05-11,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_20048435,2025-04-30,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_20048447,2025-05-07,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19377213,2024-05-18,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_20059601,2025-05-15,1.0
other,EPI_ISL_20059603,2025-05-19,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_20059605,2025-05-20,1.0
other,EPI_ISL_20059606,2025-05-20,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_20059607,2025-05-23,1.0
other,EPI_ISL_20059608,2025-05-18,1.0
other,EPI_ISL_20080658,2025-05-23,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_20080659,2025-05-27,1.0
other,EPI_ISL_20098116,2025-06-05,1.0
other,EPI_ISL_20080660,2025-06-02,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_20080712,2025-06-12,1.0
other,EPI_ISL_20080713,2025-06-22,1.0
other,EPI_ISL_20080714,2025-06-08,1.0
other,EPI_ISL_20110902,2025-06-27,1.0
other,EPI_ISL_20110971,2025-07-09,1.0
other,EPI_ISL_20110972,2025-07-10,1.0
other,EPI_ISL_19668167,2024-10-22,1.0
other,EPI_ISL_19668116,2024-10-22,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19668060,2024-10-24,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19668086,2024-10-28,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19668610,2024-10-28,1.0
other,EPI_ISL_19668608,2024-11-04,1.0
other,EPI_ISL_19723174,2024-09-09,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19539636,2024-09-20,1.0
other,EPI_ISL_19867631,2025-02-04,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_20054855,2025-04-04,1.0
A/Iowa/123/2024|EPI_ISL_19628244,EPI_ISL_19633761,2024-08-15,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_20097265,2025-05-07,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19711998,2024-11-11,1.0
other,EPI_ISL_19711999,2024-12-02,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19586749,2024-09-22,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19745679,2024-12-27,1.0
"EPI_ISL_19844263|A/Hawaii/ISC-1140/2025|DaSilva,_Juliana|2025-03-27",EPI_ISL_19827411,2025-03-11,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19827408,2025-03-11,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19827413,2025-03-12,1.0
other,EPI_ISL_19756195,2025-01-23,1.0
A/Ufa/CRIE/47/2024|EPI_ISL_19589431,EPI_ISL_19758764,2025-02-05,1.0
other,EPI_ISL_19758765,2025-01-31,1.0
other,EPI_ISL_19758767,2025-01-30,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19758769,2025-02-03,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19758770,2025-02-04,1.0
other,EPI_ISL_19758771,2025-01-31,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19767349,2025-01-29,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19767350,2025-02-10,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19788768,2025-02-25,1.0
other,EPI_ISL_19834938,2025-02-25,1.0
other,EPI_ISL_19834939,2025-02-27,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19834940,2025-03-03,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19827414,2025-03-12,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19827415,2025-03-12,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19827419,2025-03-12,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19854449,2025-03-17,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19854452,2025-03-23,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19854457,2025-03-23,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19854430,2025-03-26,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19745860,2024-12-10,1.0
other,EPI_ISL_19789870,2025-02-04,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19789860,2025-02-05,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19789828,2025-02-07,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19882573,2025-04-14,1.0
