variant,date,sequences
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-13,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-17,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-21,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-22,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-23,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-24,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-27,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-28,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-30,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-31,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-01,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-04,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-08,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-09,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-10,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-12,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-13,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-15,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-18,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-19,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-20,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-21,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-22,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-25,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-28,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-30,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-02,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-04,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-06,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-08,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-10,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-11,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-12,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-13,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-14,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-15,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-16,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-17,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-18,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-19,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-20,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-21,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-22,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-23,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-24,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-26,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-27,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-28,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-29,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-30,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-31,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-01,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-02,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-03,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-04,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-05,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-06,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-07,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-08,12.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-09,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-10,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-11,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-12,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-13,14.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-14,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-15,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-16,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-17,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-18,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-19,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-20,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-21,16.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-22,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-23,16.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-24,15.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-25,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-26,21.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-27,19.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-28,12.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-29,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-30,10.5
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-31,11.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-01,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-02,13.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-03,21.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-04,19.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-05,15.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-06,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-07,12.5
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-08,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-09,12.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-10,19.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-11,21.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-12,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-13,13.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-14,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-15,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-16,13.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-17,16.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-18,16.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-19,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-20,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-21,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-22,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-23,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-24,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-25,14.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-26,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-27,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-28,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-01,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-02,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-03,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-04,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-05,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-06,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-08,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-09,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-10,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-11,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-12,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-14,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-15,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-16,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-17,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-19,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-21,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-23,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-24,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-27,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-29,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-31,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-05-02,0.5
A/Illinois/65/2024|EPI_ISL_19628255,2024-05-13,0.5
A/Illinois/65/2024|EPI_ISL_19628255,2024-05-27,0.5
A/Illinois/65/2024|EPI_ISL_19628255,2024-06-11,0.5
A/Illinois/65/2024|EPI_ISL_19628255,2024-06-16,0.5
A/Illinois/65/2024|EPI_ISL_19628255,2024-06-28,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-06,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-12,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-13,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-14,0.5
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-15,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-26,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-27,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-09-10,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-09-19,0.5
A/Illinois/65/2024|EPI_ISL_19628255,2024-09-25,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-01,0.5
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-05,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-07,2.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-09,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-10,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-11,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-16,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-22,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-23,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-29,3.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-04,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-10,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-11,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-14,2.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-15,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-16,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-18,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-20,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-21,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-23,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-25,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-02,2.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-04,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-06,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-09,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-13,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-19,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-29,0.5
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-31,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-01,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-02,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-04,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-06,2.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-07,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-08,1.5
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-10,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-18,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-23,2.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-25,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-03,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-05,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-06,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-07,1.5
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-11,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-14,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-18,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-24,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-03-11,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-03-19,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-05-16,0.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-05-29,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-06-12,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-07-04,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-07-10,0.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-07-11,2.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-07-18,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-07-25,0.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-03,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-05,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-07,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-10,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-11,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-12,1.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-13,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-16,0.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-27,3.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-28,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-31,0.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-02,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-08,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-11,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-17,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-18,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-19,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-25,0.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-26,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-27,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-30,1.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-02,0.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-04,0.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-10,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-13,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-14,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-21,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-22,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-24,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-26,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-28,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-29,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-30,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-11-04,0.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-11-05,1.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-11-06,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-11-07,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-11-11,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-11-12,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-11-23,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-11-25,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-11-26,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-11-27,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-11-29,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-12-02,0.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-12-03,1.5
A/Iowa/123/2024|EPI_ISL_19628244,2024-12-06,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-12-07,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-12-10,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-12-11,1.0
