variant,date,sequences
A/Busan/277/2025|EPI_ISL_19794520,2024-12-28,1.0
A/Busan/277/2025|EPI_ISL_19794520,2024-12-29,1.0
A/Busan/277/2025|EPI_ISL_19794520,2024-12-30,1.0
A/Busan/277/2025|EPI_ISL_19794520,2025-01-07,1.0
A/Busan/277/2025|EPI_ISL_19794520,2025-01-13,2.0
A/Busan/277/2025|EPI_ISL_19794520,2025-01-14,1.0
A/Busan/277/2025|EPI_ISL_19794520,2025-01-18,1.0
A/Busan/277/2025|EPI_ISL_19794520,2025-01-20,1.0
A/Busan/277/2025|EPI_ISL_19794520,2025-01-24,1.0
A/Busan/277/2025|EPI_ISL_19794520,2025-02-04,1.0
A/Busan/277/2025|EPI_ISL_19794520,2025-02-14,1.0
A/Busan/277/2025|EPI_ISL_19794520,2025-02-17,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-07-23,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-07-25,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-08-05,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-08-08,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-09-11,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-09-18,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-09-19,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-09-22,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-09-23,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-11,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-17,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-21,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-22,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-23,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-24,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-27,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-28,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-30,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-10-31,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-01,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-04,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-07,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-08,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-09,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-10,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-12,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-13,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-15,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-18,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-20,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-21,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-22,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-23,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-25,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-26,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-28,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-11-30,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-02,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-03,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-04,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-05,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-06,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-08,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-09,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-10,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-11,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-12,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-13,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-14,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-15,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-16,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-17,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-18,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-19,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-20,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-21,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-22,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-23,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-24,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-26,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-27,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-28,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-29,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-30,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2024-12-31,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-01,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-02,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-03,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-04,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-05,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-06,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-07,13.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-08,13.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-09,11.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-10,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-11,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-12,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-13,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-14,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-15,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-16,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-17,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-18,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-19,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-20,11.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-21,20.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-22,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-23,16.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-24,14.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-25,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-26,19.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-27,21.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-28,11.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-29,11.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-30,19.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-01-31,14.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-01,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-02,12.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-03,27.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-04,25.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-05,20.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-06,17.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-07,12.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-08,12.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-09,15.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-10,24.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-11,27.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-12,14.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-13,14.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-14,12.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-15,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-16,11.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-17,25.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-18,37.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-19,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-20,15.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-21,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-22,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-23,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-24,21.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-25,19.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-26,18.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-27,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-02-28,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-01,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-02,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-03,16.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-04,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-05,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-06,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-07,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-08,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-09,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-10,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-11,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-12,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-13,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-14,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-15,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-16,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-17,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-18,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-19,9.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-20,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-21,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-22,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-23,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-24,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-25,10.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-26,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-27,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-28,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-29,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-30,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-03-31,7.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-01,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-02,8.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-03,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-04,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-05,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-06,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-07,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-08,5.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-09,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-10,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-11,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-12,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-13,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-14,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-15,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-16,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-17,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-18,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-19,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-20,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-21,4.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-22,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-24,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-25,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-26,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-27,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-28,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-04-29,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-01,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-02,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-03,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-05,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-06,3.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-07,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-08,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-10,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-12,6.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-13,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-14,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-15,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-18,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-20,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-26,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-27,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-29,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-05-30,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-06-03,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-06-05,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-06-06,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-06-08,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-06-12,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-06-15,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-06-16,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-06-17,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-06-20,1.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-06-23,2.0
A/Colorado/218/2024|EPI_ISL_19628239,2025-06-26,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-06-26,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-06-30,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-07-01,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-06,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-12,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-13,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-15,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-26,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-08-27,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-09-10,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-09-25,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-07,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-09,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-16,2.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-22,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-23,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-10-29,2.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-04,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-10,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-11,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-14,3.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-16,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-18,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-20,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-21,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-23,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-11-25,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-02,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-04,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-06,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-08,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-09,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-13,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-18,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-19,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-20,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2024-12-31,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-01,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-04,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-06,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-07,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-08,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-10,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-12,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-14,2.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-17,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-18,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-23,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-01-31,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-03,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-05,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-06,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-07,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-11,3.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-14,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-18,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-24,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-02-28,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-03-11,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-03-19,2.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-03-26,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-03-31,1.0
A/Illinois/65/2024|EPI_ISL_19628255,2025-04-29,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-05-29,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-06-12,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-07-04,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-07-11,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-03,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-05,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-06,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-07,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-10,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-11,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-12,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-13,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-15,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-27,3.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-08-28,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-02,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-04,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-06,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-08,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-09,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-10,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-11,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-17,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-18,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-19,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-26,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-09-27,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-10,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-13,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-14,2.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-17,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-20,1.0
A/Iowa/123/2024|EPI_ISL_19628244,2024-10-21,2.0
