variant,accession,date,weight
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19497268,2024-09-13,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19726643,2024-12-16,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628341,2024-09-23,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726642,2024-12-17,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19628299,2024-09-17,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19628291,2024-11-20,1.0
other,EPI_ISL_19529986,2024-10-09,1.0
other,EPI_ISL_19628290,2024-11-15,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19529987,2024-10-11,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19628289,2024-11-21,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19529984,2024-10-08,1.0
other,EPI_ISL_19628288,2024-11-23,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19628295,2024-11-25,1.0
other,EPI_ISL_19628294,2024-11-22,1.0
other,EPI_ISL_19628293,2024-10-26,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628292,2024-11-17,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19628304,2024-09-28,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19628311,2024-10-02,1.0
other,EPI_ISL_19628309,2024-09-12,1.0
A/Minnesota/131/2024|EPI_ISL_19628249,EPI_ISL_19726701,2024-12-23,1.0
other,EPI_ISL_19726702,2025-01-02,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19628392,2024-11-13,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726696,2025-01-07,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726699,2025-01-07,1.0
other,EPI_ISL_19628397,2024-11-24,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726698,2024-12-17,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726692,2025-01-06,1.0
other,EPI_ISL_19726694,2025-01-06,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19726688,2025-01-07,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,EPI_ISL_19628389,2024-11-29,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19726690,2025-01-01,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19726717,2025-01-01,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726716,2024-12-23,1.0
other,EPI_ISL_19726719,2024-12-16,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19628408,2024-11-19,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19726713,2024-12-22,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19628415,2024-11-23,1.0
other,EPI_ISL_19628413,2024-11-19,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726714,2025-01-03,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726708,2025-01-01,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19726711,2024-12-17,1.0
A/Vermont/05/2025|EPI_ISL_19726906,EPI_ISL_19726710,2024-12-22,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19628400,2024-11-05,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726705,2024-12-30,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726704,2024-12-19,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726707,2024-12-26,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19628405,2024-11-07,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726669,2024-12-31,1.0
other,EPI_ISL_19726668,2025-01-03,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19726671,2024-12-29,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19628361,2024-09-26,1.0
other,EPI_ISL_19726670,2024-12-18,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19628366,2024-10-11,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19497280,2024-09-23,1.0
other,EPI_ISL_19497283,2024-09-17,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19497282,2024-10-02,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628359,2024-09-18,1.0
other,EPI_ISL_19497285,2024-09-19,1.0
other,EPI_ISL_19497284,2024-09-19,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19726685,2024-12-28,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19726684,2025-01-02,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726687,2025-01-02,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726686,2025-01-05,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19628376,2024-09-17,1.0
other,EPI_ISL_19726681,2025-01-06,1.0
other,EPI_ISL_19726680,2025-01-08,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19726683,2025-01-04,1.0
A/Tennessee/04/2025|EPI_ISL_19726682,EPI_ISL_19726682,2025-01-05,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726677,2024-12-19,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19628371,2024-09-18,1.0
other,EPI_ISL_19726676,2024-12-18,1.0
other,EPI_ISL_19726679,2024-12-17,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19726678,2025-01-06,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726673,2024-12-28,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726672,2025-01-02,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628374,2024-10-07,1.0
other,EPI_ISL_19726675,2025-01-02,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19726674,2024-12-27,1.0
other,EPI_ISL_19726765,2024-12-24,1.0
other,EPI_ISL_19726764,2024-12-28,1.0
A/Maryland/64/2024|EPI_ISL_19628458,EPI_ISL_19628458,2024-11-14,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628456,2024-11-15,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726761,2025-01-02,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628462,2024-11-11,1.0
other,EPI_ISL_19628461,2024-11-07,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726762,2024-12-10,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19628460,2024-11-07,1.0
other,EPI_ISL_19628451,2024-11-08,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19726756,2024-12-21,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726759,2024-12-27,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628449,2024-10-25,1.0
other,EPI_ISL_19726758,2024-12-15,1.0
other,EPI_ISL_19628448,2024-11-07,1.0
other,EPI_ISL_19726753,2024-12-22,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628455,2024-11-09,1.0
other,EPI_ISL_19726752,2024-12-19,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19628454,2024-11-19,1.0
other,EPI_ISL_19726755,2024-12-31,1.0
other,EPI_ISL_19628452,2024-11-01,1.0
other,EPI_ISL_19726780,2024-12-28,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19726783,2024-12-22,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628473,2024-11-12,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19726782,2024-10-21,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726776,2024-12-21,1.0
other,EPI_ISL_19628478,2024-10-09,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19628477,2024-11-05,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726778,2024-12-26,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19726772,2024-12-11,1.0
other,EPI_ISL_19628466,2024-11-14,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19628465,2024-11-05,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726774,2024-12-20,1.0
other,EPI_ISL_19628464,2024-11-16,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19726769,2024-12-15,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726768,2024-12-19,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628470,2024-11-09,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726771,2024-12-27,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19628468,2024-11-09,1.0
other,EPI_ISL_19726732,2024-12-17,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,EPI_ISL_19628426,2024-11-21,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726735,2024-12-29,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,EPI_ISL_19726734,2024-12-15,1.0
other,EPI_ISL_19726729,2024-12-24,1.0
other,EPI_ISL_19628431,2024-11-24,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19726728,2024-12-16,1.0
other,EPI_ISL_19726731,2024-12-12,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628428,2024-11-23,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19726725,2024-12-25,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19628418,2024-11-23,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19726726,2024-12-17,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628423,2024-11-25,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19726720,2025-01-06,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19726723,2025-01-02,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19726722,2024-12-19,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628420,2024-11-23,1.0
other,EPI_ISL_19726749,2024-12-12,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19628441,2024-11-05,1.0
other,EPI_ISL_19726750,2024-12-20,1.0
other,EPI_ISL_19726744,2024-12-24,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726747,2024-12-21,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19726746,2024-12-28,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628444,2024-11-09,1.0
other,EPI_ISL_19726741,2024-12-20,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726740,2024-12-19,1.0
other,EPI_ISL_19726743,2024-12-26,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628433,2024-11-19,1.0
other,EPI_ISL_19726737,2024-12-16,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628438,2024-12-01,1.0
A/Vermont/05/2025|EPI_ISL_19726906,EPI_ISL_19726738,2024-12-22,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628436,2024-11-20,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19759597,2025-02-04,1.0
other,EPI_ISL_19726829,2025-01-07,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726828,2024-12-23,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19759599,2025-02-07,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726831,2024-12-30,1.0
other,EPI_ISL_19726830,2025-01-10,1.0
other,EPI_ISL_19759593,2025-02-03,1.0
other,EPI_ISL_19726824,2025-01-01,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19759595,2025-02-04,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19726827,2024-12-30,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19726826,2024-12-31,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19759589,2025-02-05,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726821,2024-12-16,1.0
other,EPI_ISL_19726820,2025-01-03,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19759591,2025-02-07,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19726823,2025-01-15,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726822,2025-01-13,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19759585,2025-02-03,1.0
A/Minnesota/131/2024|EPI_ISL_19628249,EPI_ISL_19726817,2024-12-21,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726816,2025-01-14,1.0
other,EPI_ISL_19759587,2025-02-04,1.0
other,EPI_ISL_19726819,2024-12-27,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726818,2025-01-14,1.0
other,EPI_ISL_19726845,2025-01-12,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726844,2024-12-30,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726847,2024-12-31,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19759614,2025-02-04,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726846,2024-12-23,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19759609,2025-02-04,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726841,2025-01-13,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19759608,2025-02-04,1.0
other,EPI_ISL_19726840,2024-12-26,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19759611,2025-01-30,1.0
other,EPI_ISL_19726843,2024-12-23,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726842,2025-01-13,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19726837,2024-12-23,1.0
other,EPI_ISL_19759604,2025-02-07,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19726836,2025-01-19,1.0
A/Vermont/05/2025|EPI_ISL_19726906,EPI_ISL_19726839,2024-12-29,1.0
other,EPI_ISL_19759606,2025-02-06,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726838,2025-01-13,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19759601,2025-02-08,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726833,2025-01-10,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726832,2025-01-18,1.0
other,EPI_ISL_19726835,2025-01-08,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19726834,2025-01-06,1.0
other,EPI_ISL_19759565,2024-09-20,1.0
other,EPI_ISL_19726797,2024-12-21,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19628491,2024-11-10,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19726796,2024-10-28,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628490,2024-11-06,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19759567,2024-09-25,1.0
other,EPI_ISL_19726799,2024-12-24,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19628489,2024-11-09,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628488,2024-11-16,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19759561,2024-08-15,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726793,2024-12-22,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628495,2024-11-20,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19628494,2024-11-20,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19759563,2024-10-15,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726795,2025-01-03,1.0
other,EPI_ISL_19628493,2024-11-18,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19628492,2024-11-15,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628483,2024-09-15,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19726788,2024-12-26,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628482,2024-10-12,1.0
other,EPI_ISL_19759559,2024-09-27,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19726791,2024-12-28,1.0
other,EPI_ISL_19628481,2024-10-03,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19300812,2024-06-28,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726790,2024-12-24,1.0
other,EPI_ISL_19628480,2024-10-01,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19628487,2024-11-10,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19300810,2024-06-24,1.0
other,EPI_ISL_19726784,2024-12-15,1.0
other,EPI_ISL_19300811,2024-06-21,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726787,2024-12-22,1.0
other,EPI_ISL_19628485,2024-10-06,1.0
other,EPI_ISL_19726786,2024-10-07,1.0
other,EPI_ISL_19628484,2024-11-25,1.0
other,EPI_ISL_19300809,2024-06-09,1.0
other,EPI_ISL_19759581,2025-01-26,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19726813,2024-12-23,1.0
A/Vermont/05/2025|EPI_ISL_19726906,EPI_ISL_19726812,2025-01-06,1.0
A/Bangkok/P176/2025|EPI_ISL_19696265,EPI_ISL_19759583,2025-02-06,1.0
A/Bangkok/P176/2025|EPI_ISL_19696265,EPI_ISL_19726815,2024-12-19,1.0
other,EPI_ISL_19726814,2025-01-18,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19759577,2025-02-07,1.0
other,EPI_ISL_19726809,2024-12-11,1.0
A/Ufa/CRIE/47/2024|EPI_ISL_19589431,EPI_ISL_19726808,2025-01-16,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19759579,2025-02-04,1.0
other,EPI_ISL_19726811,2024-12-29,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726810,2025-01-14,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19759573,2025-02-07,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726805,2025-01-01,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19726804,2025-01-02,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19759575,2025-02-07,1.0
other,EPI_ISL_19726807,2024-12-12,1.0
other,EPI_ISL_19628497,2024-10-21,1.0
A/Vermont/05/2025|EPI_ISL_19726906,EPI_ISL_19726806,2025-01-06,1.0
other,EPI_ISL_19628496,2024-11-04,1.0
other,EPI_ISL_19759569,2025-02-03,1.0
other,EPI_ISL_19726801,2024-12-20,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726800,2025-01-06,1.0
A/Colorado/218/2024|EPI_ISL_19628239,EPI_ISL_19759571,2025-02-04,1.0
other,EPI_ISL_19726803,2024-12-12,1.0
other,EPI_ISL_19726802,2025-01-01,1.0
other,EPI_ISL_19300359,2024-05-23,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19300357,2024-04-12,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19300353,2024-06-03,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19300364,2024-05-20,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19529835,2024-09-25,1.0
A/Utah/39/2025|EPI_ISL_19843635,EPI_ISL_19726440,2024-12-28,1.0
other,EPI_ISL_19726437,2025-01-05,1.0
other,EPI_ISL_19726436,2025-01-01,1.0
other,EPI_ISL_19726439,2025-01-02,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19726432,2024-12-26,1.0
other,EPI_ISL_19726435,2025-01-02,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726456,2025-01-02,1.0
A/Minnesota/131/2024|EPI_ISL_19628249,EPI_ISL_19726459,2024-12-31,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19726458,2025-01-06,1.0
"EPI_ISL_19781617|A/NovaScotia/ET1801CP00018S/2025|Loder,_Allana|2025-01-18",EPI_ISL_19726452,2024-12-19,1.0
A/Bangkok/P176/2025|EPI_ISL_19696265,EPI_ISL_19726454,2024-12-30,1.0
A/Maryland/64/2024|EPI_ISL_19628458,EPI_ISL_19529846,2024-10-09,1.0
other,EPI_ISL_19529844,2024-09-17,1.0
other,EPI_ISL_19628207,2024-11-13,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628206,2024-11-05,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19628205,2024-11-13,1.0
other,EPI_ISL_19628219,2024-11-06,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628218,2024-10-20,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628217,2024-10-23,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628216,2024-11-06,1.0
other,EPI_ISL_19628223,2024-10-22,1.0
A/Oregon/261/2024|EPI_ISL_19628222,EPI_ISL_19628222,2024-11-05,1.0
A/Qatar/83328/2024|EPI_ISL_19686976,EPI_ISL_19628221,2024-11-10,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628220,2024-11-12,1.0
A/TOKYO/EIS11-277/2024|EPI_ISL_19778363,EPI_ISL_19628211,2024-11-04,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628210,2024-11-05,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628209,2024-11-01,1.0
A/Ohio/259/2024|EPI_ISL_19539418,EPI_ISL_19628208,2024-10-30,1.0
A/Saint-Petersburg/RII-04/2025|EPI_ISL_19812542,EPI_ISL_19628215,2024-11-06,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628214,2024-11-10,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19628213,2024-11-04,1.0
other,EPI_ISL_19628212,2024-10-29,1.0
A/Vermont/10/2025|EPI_ISL_19746072,EPI_ISL_19464340,2024-09-18,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19464342,2024-09-25,1.0
A/Zacapa/FLU-012/2025|EPI_ISL_19726450,EPI_ISL_19529962,2024-10-01,1.0
other,EPI_ISL_19792111,2025-03-07,1.0
