variant,accession,date,weight
other,EPI_ISL_19904997,2024-10-14,1.0
other,EPI_ISL_19904897,2025-01-22,1.0
other,EPI_ISL_19904998,2024-10-15,1.0
other,EPI_ISL_19904898,2025-01-21,1.0
other,EPI_ISL_19711825,2024-10-15,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19904999,2024-10-14,1.0
other,EPI_ISL_19905000,2024-10-17,1.0
other,EPI_ISL_19905001,2024-10-20,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19905002,2024-10-18,1.0
other,EPI_ISL_19905003,2024-10-18,1.0
other,EPI_ISL_19711861,2024-10-14,1.0
other,EPI_ISL_19711863,2024-10-14,1.0
other,EPI_ISL_19711865,2024-10-14,1.0
other,EPI_ISL_19711880,2024-09-10,1.0
other,EPI_ISL_19711826,2024-10-21,1.0
A/Pennsylvania/288/2024|EPI_ISL_19646959,EPI_ISL_19904899,2025-01-22,1.0
other,EPI_ISL_19905004,2024-10-21,1.0
other,EPI_ISL_19905005,2024-10-22,1.0
other,EPI_ISL_19905006,2024-10-22,1.0
other,EPI_ISL_19711881,2024-10-14,1.0
A/Maldives/2186/2024|EPI_ISL_19727752,EPI_ISL_19905007,2024-10-23,1.0
other,EPI_ISL_19905008,2024-10-24,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19905009,2024-10-27,1.0
other,EPI_ISL_19905010,2024-10-26,1.0
A/Pennsylvania/288/2024|EPI_ISL_19646959,EPI_ISL_19905011,2024-10-26,1.0
other,EPI_ISL_19905012,2024-10-26,1.0
other,EPI_ISL_19905013,2024-10-28,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19905014,2024-10-29,1.0
other,EPI_ISL_19711882,2024-10-21,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19905015,2024-10-30,1.0
other,EPI_ISL_19905016,2024-10-30,1.0
A/Pennsylvania/288/2024|EPI_ISL_19646959,EPI_ISL_19905017,2024-10-30,1.0
A/Nevada/216/2024|EPI_ISL_19628198,EPI_ISL_19711867,2024-10-24,1.0
other,EPI_ISL_19905018,2024-10-31,1.0
A/Pennsylvania/288/2024|EPI_ISL_19646959,EPI_ISL_19904900,2025-01-27,1.0
A/Pennsylvania/288/2024|EPI_ISL_19646959,EPI_ISL_19905019,2024-11-01,1.0
other,EPI_ISL_19904901,2025-01-24,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19711829,2024-11-03,1.0
other,EPI_ISL_19905020,2024-11-02,1.0
other,EPI_ISL_19711868,2024-10-31,1.0
A/Massachusetts/93/2024|EPI_ISL_19646975,EPI_ISL_19904902,2025-01-24,1.0
other,EPI_ISL_19711869,2024-11-01,1.0
A/Switzerland/860423897313/2023|EPI_ISL_19654915,EPI_ISL_19904844,2025-01-04,1.0
other,EPI_ISL_19711883,2024-10-28,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19711885,2024-10-30,1.0
other,EPI_ISL_19904903,2025-01-26,1.0
other,EPI_ISL_19711886,2024-10-27,1.0
other,EPI_ISL_19711884,2024-10-28,1.0
other,EPI_ISL_19905021,2024-11-04,1.0
other,EPI_ISL_19905022,2024-11-04,1.0
other,EPI_ISL_19905023,2024-11-05,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19905024,2024-11-06,1.0
other,EPI_ISL_19711871,2024-10-29,1.0
other,EPI_ISL_19711873,2024-11-01,1.0
A/Queensland/IN000803/2024|EPI_ISL_19664823,EPI_ISL_19904904,2025-01-27,1.0
other,EPI_ISL_19905025,2024-11-08,1.0
other,EPI_ISL_19905026,2024-11-07,1.0
other,EPI_ISL_19905027,2024-11-07,1.0
other,EPI_ISL_19905028,2024-11-08,1.0
other,EPI_ISL_19905029,2024-11-09,1.0
other,EPI_ISL_19711833,2024-11-11,1.0
other,EPI_ISL_19905030,2024-11-11,1.0
other,EPI_ISL_19711875,2024-11-01,1.0
other,EPI_ISL_19711876,2024-11-07,1.0
other,EPI_ISL_19905031,2024-11-09,1.0
other,EPI_ISL_19904905,2025-01-27,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19711831,2024-11-11,1.0
other,EPI_ISL_19711838,2024-11-10,1.0
other,EPI_ISL_19904906,2025-01-27,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19905032,2024-11-12,1.0
other,EPI_ISL_19711835,2024-11-12,1.0
other,EPI_ISL_19904907,2025-01-27,1.0
other,EPI_ISL_19711837,2024-11-13,1.0
other,EPI_ISL_19711887,2024-11-04,1.0
other,EPI_ISL_19711888,2024-11-08,1.0
other,EPI_ISL_19711889,2024-11-07,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19711890,2024-11-09,1.0
other,EPI_ISL_19711839,2024-11-12,1.0
other,EPI_ISL_19904908,2025-01-27,1.0
other,EPI_ISL_19905033,2024-11-11,1.0
other,EPI_ISL_19905104,2024-11-11,1.0
other,EPI_ISL_19905105,2024-11-12,1.0
other,EPI_ISL_19905106,2024-11-11,1.0
other,EPI_ISL_19711877,2024-10-27,1.0
A/Nevada/216/2024|EPI_ISL_19628198,EPI_ISL_19711878,2024-11-05,1.0
other,EPI_ISL_19905107,2024-11-14,1.0
other,EPI_ISL_19905108,2024-11-13,1.0
A/Nevada/216/2024|EPI_ISL_19628198,EPI_ISL_19711840,2024-11-14,1.0
other,EPI_ISL_19905109,2024-11-14,1.0
other,EPI_ISL_19711842,2024-11-15,1.0
A/Pennsylvania/288/2024|EPI_ISL_19646959,EPI_ISL_19905110,2024-11-14,1.0
other,EPI_ISL_19905111,2024-11-14,1.0
other,EPI_ISL_19905112,2024-11-15,1.0
A/Nevada/216/2024|EPI_ISL_19628198,EPI_ISL_19711844,2024-11-15,1.0
other,EPI_ISL_19905113,2024-11-14,1.0
other,EPI_ISL_19905114,2024-11-16,1.0
other,EPI_ISL_19905115,2024-11-15,1.0
other,EPI_ISL_19905116,2024-11-15,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19905117,2024-11-15,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19905118,2024-11-10,1.0
other,EPI_ISL_19905119,2024-11-11,1.0
other,EPI_ISL_19905120,2024-11-12,1.0
other,EPI_ISL_19905121,2024-11-13,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19905122,2024-11-17,1.0
other,EPI_ISL_19905123,2024-11-16,1.0
other,EPI_ISL_19905124,2024-11-13,1.0
other,EPI_ISL_19905125,2024-11-19,1.0
other,EPI_ISL_19905126,2024-11-17,1.0
A/Victoria/46/2024|EPI_ISL_18876538,EPI_ISL_19905127,2024-11-11,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19905128,2024-11-13,1.0
other,EPI_ISL_19905129,2024-11-11,1.0
other,EPI_ISL_19905130,2024-12-11,1.0
other,EPI_ISL_19905131,2024-12-11,1.0
A/Washington/284/2024|EPI_ISL_19628073,EPI_ISL_19905132,2024-11-19,1.0
other,EPI_ISL_19905133,2024-11-19,1.0
other,EPI_ISL_19905134,2024-11-16,1.0
other,EPI_ISL_19905135,2024-11-16,1.0
other,EPI_ISL_19905136,2024-11-19,1.0
other,EPI_ISL_19905137,2024-11-20,1.0
A/Victoria/3482/2024|EPI_ISL_19711513,EPI_ISL_19905138,2024-11-19,1.0
other,EPI_ISL_19905139,2024-11-20,1.0
other,EPI_ISL_19905140,2024-11-21,1.0
other,EPI_ISL_19905141,2024-11-21,1.0
other,EPI_ISL_19905142,2024-11-21,1.0
other,EPI_ISL_19905143,2024-11-21,1.0
other,EPI_ISL_19905144,2024-11-22,1.0
other,EPI_ISL_19905145,2024-11-22,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19905146,2024-11-22,1.0
other,EPI_ISL_19904909,2025-01-29,1.0
other,EPI_ISL_19905147,2024-11-24,1.0
other,EPI_ISL_19905148,2024-11-19,1.0
other,EPI_ISL_19905149,2024-11-20,1.0
A/Minnesota/133/2024|EPI_ISL_19628109,EPI_ISL_19905150,2024-11-20,1.0
other,EPI_ISL_19905151,2024-11-19,1.0
other,EPI_ISL_19905152,2024-11-19,1.0
A/Victoria/46/2024|EPI_ISL_18876538,EPI_ISL_19905153,2024-11-16,1.0
other,EPI_ISL_19905154,2024-11-15,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19905155,2024-11-18,1.0
other,EPI_ISL_19905156,2024-11-20,1.0
other,EPI_ISL_19905157,2024-11-26,1.0
other,EPI_ISL_19905158,2024-11-26,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19905159,2024-11-25,1.0
other,EPI_ISL_19905160,2024-11-25,1.0
other,EPI_ISL_19905161,2024-11-26,1.0
other,EPI_ISL_19905162,2024-11-26,1.0
other,EPI_ISL_19905163,2024-11-26,1.0
other,EPI_ISL_19905164,2024-11-27,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19905165,2024-11-27,1.0
other,EPI_ISL_19905166,2024-11-27,1.0
other,EPI_ISL_19905167,2024-11-27,1.0
other,EPI_ISL_19905168,2024-11-28,1.0
other,EPI_ISL_19905169,2024-11-27,1.0
other,EPI_ISL_19905170,2024-11-30,1.0
other,EPI_ISL_19905171,2024-11-30,1.0
A/Minnesota/133/2024|EPI_ISL_19628109,EPI_ISL_19905172,2024-12-02,1.0
other,EPI_ISL_19905173,2024-12-01,1.0
other,EPI_ISL_19905174,2024-12-01,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19904910,2025-01-20,1.0
other,EPI_ISL_19905175,2024-12-03,1.0
other,EPI_ISL_19904911,2025-01-20,1.0
other,EPI_ISL_19905176,2024-12-02,1.0
other,EPI_ISL_19905177,2024-12-02,1.0
other,EPI_ISL_19905178,2024-12-02,1.0
other,EPI_ISL_19905179,2024-12-02,1.0
other,EPI_ISL_19905180,2024-12-03,1.0
A/Nevada/216/2024|EPI_ISL_19628198,EPI_ISL_19905181,2024-12-01,1.0
other,EPI_ISL_19905182,2024-11-17,1.0
other,EPI_ISL_19905183,2024-12-08,1.0
other,EPI_ISL_19905184,2024-12-06,1.0
other,EPI_ISL_19905185,2024-12-09,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19905186,2024-12-10,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19905187,2024-12-10,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19905188,2024-12-10,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19904845,2025-01-03,1.0
other,EPI_ISL_19904912,2025-01-30,1.0
other,EPI_ISL_19904913,2025-01-31,1.0
other,EPI_ISL_19904914,2025-01-31,1.0
other,EPI_ISL_19904915,2025-01-31,1.0
other,EPI_ISL_19904916,2025-01-31,1.0
other,EPI_ISL_19904917,2025-01-31,1.0
other,EPI_ISL_19905189,2025-01-02,1.0
other,EPI_ISL_19905190,2024-12-31,1.0
other,EPI_ISL_19905191,2024-12-31,1.0
A/Texas/ISC-1274/2025|EPI_ISL_19759743,EPI_ISL_19905192,2025-01-02,1.0
other,EPI_ISL_19905193,2024-12-30,1.0
other,EPI_ISL_19905194,2024-12-31,1.0
other,EPI_ISL_19904918,2025-01-29,1.0
other,EPI_ISL_19904919,2025-01-30,1.0
A/Switzerland/860423897313/2023|EPI_ISL_19654915,EPI_ISL_19904920,2025-01-30,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19904921,2025-02-01,1.0
other,EPI_ISL_19904922,2025-01-31,1.0
other,EPI_ISL_19904923,2025-01-31,1.0
other,EPI_ISL_19904924,2025-01-31,1.0
other,EPI_ISL_19904925,2025-01-31,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19904926,2025-02-01,1.0
A/Pennsylvania/288/2024|EPI_ISL_19646959,EPI_ISL_19904846,2025-01-05,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19904927,2025-01-30,1.0
other,EPI_ISL_19904928,2025-01-31,1.0
other,EPI_ISL_19904929,2025-02-04,1.0
other,EPI_ISL_19904930,2025-02-04,1.0
other,EPI_ISL_19904931,2025-02-04,1.0
other,EPI_ISL_19904932,2025-02-04,1.0
other,EPI_ISL_19904933,2025-01-29,1.0
other,EPI_ISL_19904934,2025-01-28,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19904847,2025-01-06,1.0
other,EPI_ISL_19904935,2025-02-04,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19904936,2025-02-06,1.0
other,EPI_ISL_19904937,2025-02-04,1.0
other,EPI_ISL_19904938,2025-02-04,1.0
other,EPI_ISL_19904939,2025-02-06,1.0
other,EPI_ISL_19904940,2025-02-06,1.0
other,EPI_ISL_19904941,2025-02-06,1.0
other,EPI_ISL_19904942,2025-02-04,1.0
other,EPI_ISL_19904943,2025-02-05,1.0
other,EPI_ISL_19904944,2025-02-06,1.0
other,EPI_ISL_19904945,2025-02-07,1.0
other,EPI_ISL_19904946,2025-02-08,1.0
other,EPI_ISL_19904947,2025-02-09,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19904948,2025-02-08,1.0
other,EPI_ISL_19904949,2025-02-09,1.0
other,EPI_ISL_19904950,2025-02-08,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19904951,2025-02-10,1.0
other,EPI_ISL_19904952,2025-02-09,1.0
other,EPI_ISL_19904953,2025-02-10,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19904954,2025-02-10,1.0
A/Sydney/43/2025|EPI_ISL_19780873,EPI_ISL_19904955,2025-02-09,1.0
other,EPI_ISL_19904956,2025-02-10,1.0
other,EPI_ISL_19904957,2025-02-10,1.0
other,EPI_ISL_19904958,2025-02-11,1.0
other,EPI_ISL_19904959,2025-02-10,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19904960,2025-02-11,1.0
other,EPI_ISL_19904961,2025-02-11,1.0
other,EPI_ISL_19899626,2025-02-12,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19899612,2025-02-12,1.0
other,EPI_ISL_19899606,2025-02-12,1.0
other,EPI_ISL_19899617,2025-02-12,1.0
A/Sydney/43/2025|EPI_ISL_19780873,EPI_ISL_19904962,2025-02-10,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19904963,2025-02-10,1.0
other,EPI_ISL_19904964,2025-02-12,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19904965,2025-02-12,1.0
A/Victoria/3482/2024|EPI_ISL_19711513,EPI_ISL_19904966,2025-02-05,1.0
other,EPI_ISL_19904967,2025-02-03,1.0
other,EPI_ISL_19899660,2025-02-06,1.0
other,EPI_ISL_19899662,2025-02-04,1.0
other,EPI_ISL_19899656,2025-02-06,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19899666,2025-02-04,1.0
other,EPI_ISL_19899654,2025-02-02,1.0
other,EPI_ISL_19899596,2025-02-13,1.0
other,EPI_ISL_19899647,2025-02-17,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19899664,2025-02-17,1.0
other,EPI_ISL_19899594,2025-02-14,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19899644,2025-02-17,1.0
other,EPI_ISL_19899641,2025-02-17,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19899638,2025-02-17,1.0
other,EPI_ISL_19899590,2025-02-17,1.0
other,EPI_ISL_19899613,2025-02-17,1.0
other,EPI_ISL_19899603,2025-02-17,1.0
other,EPI_ISL_19904838,2025-01-01,1.0
other,EPI_ISL_19899646,2025-02-17,1.0
other,EPI_ISL_19899640,2025-02-17,1.0
other,EPI_ISL_19899659,2025-02-17,1.0
A/Sydney/43/2025|EPI_ISL_19780873,EPI_ISL_19899620,2025-02-16,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19899623,2025-02-16,1.0
other,EPI_ISL_19899655,2025-02-17,1.0
A/Pennsylvania/288/2024|EPI_ISL_19646959,EPI_ISL_19899652,2025-02-17,1.0
other,EPI_ISL_19899650,2025-02-17,1.0
other,EPI_ISL_19899657,2025-02-17,1.0
other,EPI_ISL_19899630,2025-02-17,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19899667,2025-02-18,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19899665,2025-02-19,1.0
other,EPI_ISL_19904848,2025-01-05,1.0
other,EPI_ISL_19899583,2025-02-18,1.0
other,EPI_ISL_19904849,2025-01-05,1.0
A/Pennsylvania/288/2024|EPI_ISL_19646959,EPI_ISL_19904850,2025-01-05,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19904851,2025-01-05,1.0
A/Sydney/43/2025|EPI_ISL_19780873,EPI_ISL_19899661,2025-02-12,1.0
other,EPI_ISL_19899658,2025-02-11,1.0
other,EPI_ISL_19899581,2025-02-15,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19899632,2025-02-10,1.0
other,EPI_ISL_19899589,2025-02-12,1.0
other,EPI_ISL_19899628,2025-02-19,1.0
other,EPI_ISL_19899653,2025-02-20,1.0
