variant,accession,date,weight
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628536,2024-11-11,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19628543,2024-11-22,1.0
other,EPI_ISL_19300850,2024-06-18,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19628542,2024-11-16,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19628541,2024-11-20,1.0
other,EPI_ISL_19759610,2025-02-02,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19628540,2024-11-21,1.0
A/Victoria/46/2024|EPI_ISL_18876538,EPI_ISL_19366384,2024-05-06,1.0
other,EPI_ISL_19300849,2024-06-20,1.0
A/Kentucky/57/2024|EPI_ISL_19628043,EPI_ISL_19628531,2024-11-14,0.5
A/Massachusetts/ISC-1684/2025|EPI_ISL_19790438,EPI_ISL_19628531,2024-11-14,0.5
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628530,2024-11-10,1.0
A/Kentucky/57/2024|EPI_ISL_19628043,EPI_ISL_19759607,2025-02-09,0.5
A/Massachusetts/ISC-1684/2025|EPI_ISL_19790438,EPI_ISL_19759607,2025-02-09,0.5
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628529,2024-11-05,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628528,2024-11-07,1.0
A/Victoria/46/2024|EPI_ISL_18876538,EPI_ISL_19366396,2024-05-07,0.5
A/Rhode_Island/15446/2025|EPI_ISL_19774046,EPI_ISL_19366396,2024-05-07,0.5
A/Victoria/46/2024|EPI_ISL_18876538,EPI_ISL_19628535,2024-11-14,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19759600,2025-02-03,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628534,2024-11-05,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19497460,2024-09-10,1.0
A/Massachusetts/93/2024|EPI_ISL_19646975,EPI_ISL_19759603,2025-02-10,1.0
A/Victoria/46/2024|EPI_ISL_18876538,EPI_ISL_19628533,2024-11-07,1.0
A/Tennessee/99/2024|EPI_ISL_19628042,EPI_ISL_19759602,2025-02-09,0.5
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759602,2025-02-09,0.5
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628532,2024-11-24,1.0
A/Kentucky/57/2024|EPI_ISL_19628043,EPI_ISL_19759564,2025-02-02,0.5
A/Massachusetts/ISC-1684/2025|EPI_ISL_19790438,EPI_ISL_19759564,2025-02-02,0.5
other,EPI_ISL_19497416,2024-09-06,1.0
other,EPI_ISL_19759566,2025-02-04,1.0
A/Massachusetts/93/2024|EPI_ISL_19646975,EPI_ISL_19759560,2025-02-09,1.0
A/Michigan/120/2024|EPI_ISL_19628034,EPI_ISL_19759562,2025-02-07,1.0
A/France/PAC-RELAB-HCL024172122101/2024|EPI_ISL_19556698,EPI_ISL_19759557,2025-02-05,1.0
A/Saskatchewan/RV04835/2024|EPI_ISL_19565825,EPI_ISL_19300814,2024-06-03,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759556,2025-01-28,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19300815,2024-06-21,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19759558,2025-02-07,1.0
other,EPI_ISL_19300813,2024-06-10,1.0
A/Tennessee/99/2024|EPI_ISL_19628042,EPI_ISL_19759553,2025-02-09,0.5
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759553,2025-02-09,0.5
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759552,2025-02-04,1.0
A/Santa_Catarina/333/2025|EPI_ISL_19786875,EPI_ISL_19628486,2024-10-21,1.0
A/Vermont/13/2025|EPI_ISL_19759256,EPI_ISL_19759555,2025-02-04,0.3333333333333333
A/Massachusetts/93/2024|EPI_ISL_19646975,EPI_ISL_19759555,2025-02-04,0.3333333333333333
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19759555,2025-02-04,0.3333333333333333
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759554,2025-02-07,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19628507,2024-11-01,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19300822,2024-07-03,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759580,2025-02-09,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628506,2024-11-06,1.0
other,EPI_ISL_19300823,2024-07-04,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628505,2024-11-06,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19300820,2024-07-02,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759582,2025-02-05,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628504,2024-11-11,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19300821,2024-07-02,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628511,2024-11-12,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19300818,2024-06-26,1.0
A/DE/DE-DHSS-901/2025_(H3N2)|EPI_ISL_19720065|EPI3923199,EPI_ISL_19759576,2025-01-17,1.0
A/Victoria/46/2024|EPI_ISL_18876538,EPI_ISL_19628510,2024-11-09,1.0
other,EPI_ISL_19300819,2024-06-05,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628509,2024-11-10,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19300816,2024-06-25,1.0
A/Massachusetts/93/2024|EPI_ISL_19646975,EPI_ISL_19759578,2025-02-02,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628508,2024-11-10,1.0
A/Indiana/46/2024|EPI_ISL_19628119,EPI_ISL_19300817,2024-06-25,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628499,2024-11-18,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759572,2025-02-08,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628498,2024-10-28,1.0
A/Massachusetts/93/2024|EPI_ISL_19646975,EPI_ISL_19759574,2025-02-06,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628503,2024-11-05,1.0
A/Kentucky/57/2024|EPI_ISL_19628043,EPI_ISL_19759568,2025-02-03,0.5
A/Massachusetts/ISC-1684/2025|EPI_ISL_19790438,EPI_ISL_19759568,2025-02-03,0.5
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628502,2024-11-24,1.0
A/Queensland/IN000692/2024|EPI_ISL_19664768,EPI_ISL_19628501,2024-10-30,1.0
A/Minnesota/133/2024|EPI_ISL_19628109,EPI_ISL_19759570,2025-02-10,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628500,2024-11-06,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759149,2025-02-04,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19628075,2024-11-04,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628074,2024-10-18,1.0
A/Minnesota/133/2024|EPI_ISL_19628109,EPI_ISL_19431465,2024-07-22,1.0
A/Washington/284/2024|EPI_ISL_19628073,EPI_ISL_19628073,2024-11-02,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19628072,2024-11-05,1.0
other,EPI_ISL_19431467,2024-07-22,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19628079,2024-11-07,1.0
A/Massachusetts/93/2024|EPI_ISL_19646975,EPI_ISL_19759144,2025-01-27,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19628078,2024-11-03,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759147,2025-02-03,1.0
A/Maldives/2147/2024|EPI_ISL_19727787,EPI_ISL_19628077,2024-10-25,1.0
A/Texas/15550/2024|EPI_ISL_19776837,EPI_ISL_19628076,2024-10-25,1.0
A/New_York/191/2024|EPI_ISL_19586926,EPI_ISL_19759141,2025-01-25,1.0
A/Massachusetts/93/2024|EPI_ISL_19646975,EPI_ISL_19628067,2024-11-02,1.0
A/Kentucky/57/2024|EPI_ISL_19628043,EPI_ISL_19759140,2025-01-31,0.5
A/Massachusetts/ISC-1684/2025|EPI_ISL_19790438,EPI_ISL_19759140,2025-01-31,0.5
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19628066,2024-11-05,1.0
A/Colorado/ISC-1416/2024|EPI_ISL_19628516,EPI_ISL_19628065,2024-10-23,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759142,2025-01-27,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19628064,2024-10-28,1.0
other,EPI_ISL_19759137,2025-01-31,1.0
A/Victoria/46/2024|EPI_ISL_18876538,EPI_ISL_19628071,2024-10-19,1.0
A/Texas/15550/2024|EPI_ISL_19776837,EPI_ISL_19628070,2024-11-06,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19628069,2024-11-07,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19628068,2024-11-04,1.0
A/Minnesota/133/2024|EPI_ISL_19628109,EPI_ISL_19628091,2024-10-06,1.0
A/Colombia/7681/2024|EPI_ISL_19628089,EPI_ISL_19628090,2024-11-04,0.1
A/Tennessee/99/2024|EPI_ISL_19628042,EPI_ISL_19628090,2024-11-04,0.1
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19628090,2024-11-04,0.1
A/New_York/191/2024|EPI_ISL_19586926,EPI_ISL_19628090,2024-11-04,0.1
A/Massachusetts/93/2024|EPI_ISL_19646975,EPI_ISL_19628090,2024-11-04,0.1
A/Santa_Catarina/333/2025|EPI_ISL_19786875,EPI_ISL_19628090,2024-11-04,0.1
A/Victoria/46/2024|EPI_ISL_18876538,EPI_ISL_19628090,2024-11-04,0.1
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19628090,2024-11-04,0.1
A/Lisboa/216/2023|EPI_ISL_18913575,EPI_ISL_19628090,2024-11-04,0.1
A/Slovenia/49/2024|EPI_ISL_19192381,EPI_ISL_19628090,2024-11-04,0.1
A/Colombia/7681/2024|EPI_ISL_19628089,EPI_ISL_19628089,2024-10-21,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759166,2025-02-03,1.0
A/Victoria/46/2024|EPI_ISL_18876538,EPI_ISL_19628088,2024-10-07,1.0
A/Punta_Arenas/83659/2024|EPI_ISL_19652846,EPI_ISL_19759161,2025-01-28,1.0
A/Minnesota/97/2024|EPI_ISL_19445320,EPI_ISL_19628095,2024-11-05,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759160,2025-01-31,1.0
other,EPI_ISL_19628094,2024-11-13,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759163,2025-01-31,1.0
A/Victoria/46/2024|EPI_ISL_18876538,EPI_ISL_19628093,2024-10-22,1.0
other,EPI_ISL_19628092,2024-10-24,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759157,2025-01-29,1.0
other,EPI_ISL_19628083,2024-10-23,1.0
A/Oregon/265/2024|EPI_ISL_19628082,EPI_ISL_19628082,2024-11-14,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759159,2025-02-05,1.0
A/Wisconsin/172/2024|EPI_ISL_19628110,EPI_ISL_19628081,2024-11-02,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19628080,2024-11-16,1.0
other,EPI_ISL_19628087,2024-10-22,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759152,2025-01-25,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19628086,2024-11-14,1.0
A/Oregon/265/2024|EPI_ISL_19628082,EPI_ISL_19628085,2024-11-13,1.0
A/Texas/ISC-1148/2025|EPI_ISL_19759499,EPI_ISL_19759154,2025-01-25,1.0
other,EPI_ISL_19628084,2024-10-13,1.0
A/Kentucky/57/2024|EPI_ISL_19628043,EPI_ISL_19628043,2024-11-12,0.5
A/Massachusetts/ISC-1684/2025|EPI_ISL_19790438,EPI_ISL_19628043,2024-11-12,0.5
